state,district,year,month,bio_5_17,bio_17_plus
Andhra Pradesh,Ananthapuramu,2025,11,2,0
Andhra Pradesh,Ananthapuramu,2025,11,1,1
Andhra Pradesh,Ananthapuramu,2025,11,1,0
Andhra Pradesh,Ananthapuramu,2025,11,5,1
Andhra Pradesh,Ananthapuramu,2025,11,3,0
Andhra Pradesh,Ananthapuramu,2025,11,2,0
Andhra Pradesh,Ananthapuramu,2025,11,0,1
Andhra Pradesh,Ananthapuramu,2025,11,3,2
Andhra Pradesh,Annamayya,2025,11,1,0
Andhra Pradesh,Annamayya,2025,11,1,0
Andhra Pradesh,Annamayya,2025,11,1,0
Andhra Pradesh,Annamayya,2025,11,0,1
Andhra Pradesh,Annamayya,2025,11,2,0
Andhra Pradesh,Bapatla,2025,11,1,0
Andhra Pradesh,Chittoor,2025,11,0,1
Andhra Pradesh,Chittoor,2025,11,0,2
Andhra Pradesh,Chittoor,2025,11,6,6
Andhra Pradesh,Chittoor,2025,11,5,2
Andhra Pradesh,Chittoor,2025,11,3,3
Andhra Pradesh,Chittoor,2025,11,3,0
Andhra Pradesh,Chittoor,2025,11,3,2
Andhra Pradesh,Chittoor,2025,11,2,3
Andhra Pradesh,Chittoor,2025,11,2,0
Andhra Pradesh,Cuddapah,2025,11,1,0
Andhra Pradesh,Cuddapah,2025,11,0,2
Andhra Pradesh,Cuddapah,2025,11,1,2
Andhra Pradesh,Cuddapah,2025,11,1,0
Andhra Pradesh,Cuddapah,2025,11,1,2
Andhra Pradesh,Cuddapah,2025,11,2,1
Andhra Pradesh,Cuddapah,2025,11,2,2
Andhra Pradesh,Cuddapah,2025,11,0,1
Andhra Pradesh,Cuddapah,2025,11,1,0
Andhra Pradesh,Cuddapah,2025,11,2,3
Andhra Pradesh,Cuddapah,2025,11,5,5
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,11,1,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,11,1,1
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,11,0,1
Andhra Pradesh,East Godavari,2025,11,1,2
Andhra Pradesh,East Godavari,2025,11,0,1
Andhra Pradesh,East Godavari,2025,11,3,0
Andhra Pradesh,East Godavari,2025,11,5,5
Andhra Pradesh,East Godavari,2025,11,5,1
Andhra Pradesh,East Godavari,2025,11,1,2
Andhra Pradesh,East Godavari,2025,11,2,3
Andhra Pradesh,East Godavari,2025,11,4,1
Andhra Pradesh,East Godavari,2025,11,1,0
Andhra Pradesh,East Godavari,2025,11,15,5
Andhra Pradesh,East Godavari,2025,11,0,2
Andhra Pradesh,Eluru,2025,11,0,2
Andhra Pradesh,Eluru,2025,11,1,0
Andhra Pradesh,Eluru,2025,11,0,1
Andhra Pradesh,Guntur,2025,11,1,1
Andhra Pradesh,Guntur,2025,11,6,3
Andhra Pradesh,Guntur,2025,11,6,0
Andhra Pradesh,Guntur,2025,11,1,2
Andhra Pradesh,Guntur,2025,11,1,0
Andhra Pradesh,Guntur,2025,11,1,1
Andhra Pradesh,Guntur,2025,11,1,1
Andhra Pradesh,Guntur,2025,11,18,6
Andhra Pradesh,Guntur,2025,11,15,3
Andhra Pradesh,Guntur,2025,11,2,6
Andhra Pradesh,Hyderabad,2025,11,5,7
Andhra Pradesh,Hyderabad,2025,11,4,7
Andhra Pradesh,Hyderabad,2025,11,1,15
Andhra Pradesh,K.V.Rangareddy,2025,11,0,1
Andhra Pradesh,K.V.Rangareddy,2025,11,0,2
Andhra Pradesh,K.V. Rangareddy,2025,11,0,1
Andhra Pradesh,Kakinada,2025,11,0,2
Andhra Pradesh,Kakinada,2025,11,1,0
Andhra Pradesh,Karim Nagar,2025,11,0,1
Andhra Pradesh,Karim Nagar,2025,11,0,1
Andhra Pradesh,Karimnagar,2025,11,0,2
Andhra Pradesh,Karimnagar,2025,11,1,3
Andhra Pradesh,Karimnagar,2025,11,1,0
Andhra Pradesh,Karimnagar,2025,11,1,2
Andhra Pradesh,Karimnagar,2025,11,0,1
Andhra Pradesh,Karimnagar,2025,11,0,3
Andhra Pradesh,Khammam,2025,11,3,1
Andhra Pradesh,Khammam,2025,11,5,2
Andhra Pradesh,Khammam,2025,11,0,1
Andhra Pradesh,Khammam,2025,11,3,3
Andhra Pradesh,Khammam,2025,11,4,0
Andhra Pradesh,Khammam,2025,11,3,0
Andhra Pradesh,Krishna,2025,11,1,2
Andhra Pradesh,Krishna,2025,11,2,1
Andhra Pradesh,Krishna,2025,11,1,0
Andhra Pradesh,Krishna,2025,11,1,0
Andhra Pradesh,Krishna,2025,11,0,1
Andhra Pradesh,Krishna,2025,11,1,0
Andhra Pradesh,Krishna,2025,11,1,1
Andhra Pradesh,Krishna,2025,11,2,2
Andhra Pradesh,Krishna,2025,11,1,1
Andhra Pradesh,Krishna,2025,11,2,0
Andhra Pradesh,Krishna,2025,11,2,2
Andhra Pradesh,Krishna,2025,11,1,1
Andhra Pradesh,Krishna,2025,11,0,2
Andhra Pradesh,Kurnool,2025,11,2,1
Andhra Pradesh,Kurnool,2025,11,2,3
Andhra Pradesh,Kurnool,2025,11,14,0
Andhra Pradesh,Kurnool,2025,11,2,1
Andhra Pradesh,Kurnool,2025,11,13,2
Andhra Pradesh,Kurnool,2025,11,0,6
Andhra Pradesh,Kurnool,2025,11,0,6
Andhra Pradesh,Kurnool,2025,11,5,5
Andhra Pradesh,Mahabub Nagar,2025,11,0,8
Andhra Pradesh,Mahabub Nagar,2025,11,0,2
Andhra Pradesh,Mahabub Nagar,2025,11,1,0
Andhra Pradesh,Mahabub Nagar,2025,11,0,2
Andhra Pradesh,Mahabub Nagar,2025,11,0,4
Andhra Pradesh,Mahabub Nagar,2025,11,0,2
Andhra Pradesh,Mahabub Nagar,2025,11,0,2
Andhra Pradesh,Mahabub Nagar,2025,11,3,2
Andhra Pradesh,Mahabub Nagar,2025,11,0,1
Andhra Pradesh,Mahabub Nagar,2025,11,0,1
Andhra Pradesh,Mahabub Nagar,2025,11,0,3
Andhra Pradesh,Mahabub Nagar,2025,11,0,5
Andhra Pradesh,Mahabubnagar,2025,11,0,1
Andhra Pradesh,Mahbubnagar,2025,11,3,1
Andhra Pradesh,Mahbubnagar,2025,11,0,1
Andhra Pradesh,Mahbubnagar,2025,11,0,1
Andhra Pradesh,Mahbubnagar,2025,11,1,1
Andhra Pradesh,Mahbubnagar,2025,11,1,1
Andhra Pradesh,Mahbubnagar,2025,11,0,1
Andhra Pradesh,Mahbubnagar,2025,11,0,1
Andhra Pradesh,Mahbubnagar,2025,11,1,0
Andhra Pradesh,Mahbubnagar,2025,11,1,2
Andhra Pradesh,Medak,2025,11,2,2
Andhra Pradesh,Medak,2025,11,1,1
Andhra Pradesh,Medak,2025,11,1,0
Andhra Pradesh,Medak,2025,11,0,2
Andhra Pradesh,Medak,2025,11,1,0
Andhra Pradesh,Medak,2025,11,2,6
Andhra Pradesh,Medak,2025,11,0,1
Andhra Pradesh,Medak,2025,11,0,1
Andhra Pradesh,Medak,2025,11,0,1
Andhra Pradesh,N. T. R,2025,11,1,1
Andhra Pradesh,N. T. R,2025,11,1,0
Andhra Pradesh,Nalgonda,2025,11,0,3
Andhra Pradesh,Nalgonda,2025,11,2,1
Andhra Pradesh,Nalgonda,2025,11,2,4
Andhra Pradesh,Nalgonda,2025,11,0,7
Andhra Pradesh,Nalgonda,2025,11,0,3
Andhra Pradesh,Nalgonda,2025,11,1,0
Andhra Pradesh,Nalgonda,2025,11,0,1
Andhra Pradesh,Nalgonda,2025,11,1,2
Andhra Pradesh,Nandyal,2025,11,0,1
Andhra Pradesh,Nandyal,2025,11,0,1
Andhra Pradesh,Nandyal,2025,11,1,0
Andhra Pradesh,Nellore,2025,11,1,3
Andhra Pradesh,Nellore,2025,11,3,1
Andhra Pradesh,Nellore,2025,11,2,0
Andhra Pradesh,Nellore,2025,11,3,2
Andhra Pradesh,Nellore,2025,11,5,9
Andhra Pradesh,Nellore,2025,11,2,1
Andhra Pradesh,Nellore,2025,11,0,1
Andhra Pradesh,Nellore,2025,11,1,6
Andhra Pradesh,Nellore,2025,11,2,5
Andhra Pradesh,Nellore,2025,11,4,0
Andhra Pradesh,Nizamabad,2025,11,3,3
Andhra Pradesh,Nizamabad,2025,11,2,1
Andhra Pradesh,Palnadu,2025,11,1,0
Andhra Pradesh,Prakasam,2025,11,1,0
Andhra Pradesh,Prakasam,2025,11,0,1
Andhra Pradesh,Prakasam,2025,11,1,1
Andhra Pradesh,Prakasam,2025,11,1,4
Andhra Pradesh,Prakasam,2025,11,2,5
Andhra Pradesh,Prakasam,2025,11,4,1
Andhra Pradesh,Rangareddi,2025,11,0,4
Andhra Pradesh,Rangareddi,2025,11,6,7
Andhra Pradesh,Rangareddi,2025,11,0,1
Andhra Pradesh,Rangareddi,2025,11,0,1
Andhra Pradesh,Rangareddi,2025,11,1,0
Andhra Pradesh,Rangareddi,2025,11,1,0
Andhra Pradesh,Rangareddi,2025,11,3,2
Andhra Pradesh,Rangareddi,2025,11,0,1
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,11,1,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,11,1,0
Andhra Pradesh,Sri Sathya Sai,2025,11,2,1
Andhra Pradesh,Srikakulam,2025,11,4,3
Andhra Pradesh,Srikakulam,2025,11,1,1
Andhra Pradesh,Srikakulam,2025,11,3,2
Andhra Pradesh,Srikakulam,2025,11,2,5
Andhra Pradesh,Srikakulam,2025,11,1,2
Andhra Pradesh,Srikakulam,2025,11,3,2
Andhra Pradesh,Srikakulam,2025,11,1,3
Andhra Pradesh,Tirupati,2025,11,1,0
Andhra Pradesh,Visakhapatnam,2025,11,0,2
Andhra Pradesh,Visakhapatnam,2025,11,3,0
Andhra Pradesh,Visakhapatnam,2025,11,4,3
Andhra Pradesh,Visakhapatnam,2025,11,2,3
Andhra Pradesh,Vizianagaram,2025,11,0,1
Andhra Pradesh,Vizianagaram,2025,11,2,2
Andhra Pradesh,Vizianagaram,2025,11,5,2
Andhra Pradesh,Vizianagaram,2025,11,0,3
Andhra Pradesh,Vizianagaram,2025,11,0,2
Andhra Pradesh,Vizianagaram,2025,11,0,3
Andhra Pradesh,Vizianagaram,2025,11,2,1
Andhra Pradesh,Vizianagaram,2025,11,17,7
Andhra Pradesh,Warangal,2025,11,1,4
Andhra Pradesh,Warangal,2025,11,0,1
Andhra Pradesh,Warangal,2025,11,0,1
Andhra Pradesh,Warangal,2025,11,1,1
Andhra Pradesh,Warangal,2025,11,5,2
Andhra Pradesh,Warangal,2025,11,1,3
Andhra Pradesh,West Godavari,2025,11,0,1
Andhra Pradesh,West Godavari,2025,11,5,2
Andhra Pradesh,West Godavari,2025,11,4,1
Andhra Pradesh,West Godavari,2025,11,4,2
Andhra Pradesh,West Godavari,2025,11,3,1
Andhra Pradesh,West Godavari,2025,11,1,1
Andhra Pradesh,West Godavari,2025,11,3,3
Andhra Pradesh,West Godavari,2025,11,1,1
Andhra Pradesh,West Godavari,2025,11,1,0
Andhra Pradesh,West Godavari,2025,11,3,4
Andhra Pradesh,West Godavari,2025,11,6,3
Andhra Pradesh,West Godavari,2025,11,12,5
Andhra Pradesh,West Godavari,2025,11,3,1
Andhra Pradesh,West Godavari,2025,11,3,8
Andhra Pradesh,West Godavari,2025,11,3,2
Andhra Pradesh,West Godavari,2025,11,1,3
Andhra Pradesh,West Godavari,2025,11,2,3
Andhra Pradesh,Y. S. R,2025,11,1,0
Andhra Pradesh,Y. S. R,2025,11,1,0
Arunachal Pradesh,Changlang,2025,11,1,0
Arunachal Pradesh,Papum Pare,2025,11,1,1
Arunachal Pradesh,Upper Subansiri,2025,11,1,1
Assam,Baksa,2025,11,0,1
Assam,Cachar,2025,11,0,1
Assam,Darrang,2025,11,3,0
Assam,Dhubri,2025,11,8,1
Assam,Dibrugarh,2025,11,1,4
Assam,Golaghat,2025,11,1,1
Assam,Golaghat,2025,11,5,7
Assam,Golaghat,2025,11,2,4
Assam,Golaghat,2025,11,5,0
Assam,Hojai,2025,11,14,6
Assam,Jorhat,2025,11,1,0
Assam,Kamrup Metro,2025,11,1,1
Assam,Karbi Anglong,2025,11,0,2
Assam,Karimganj,2025,11,1,4
Assam,Kokrajhar,2025,11,1,2
Assam,Lakhimpur,2025,11,8,0
Assam,Majuli,2025,11,3,4
Assam,Marigaon,2025,11,2,0
Assam,Nagaon,2025,11,0,1
Assam,Nagaon,2025,11,3,1
Assam,Nagaon,2025,11,0,2
Assam,Nagaon,2025,11,0,1
Assam,Nalbari,2025,11,6,0
Assam,Nalbari,2025,11,2,2
Assam,Nalbari,2025,11,11,0
Assam,Sonitpur,2025,11,1,0
Assam,Sonitpur,2025,11,1,0
Assam,Tinsukia,2025,11,1,0
Bihar,Aurangabad(Bh),2025,11,0,1
Bihar,Begusarai,2025,11,2,1
Bihar,Bhagalpur,2025,11,7,5
Bihar,Bhojpur,2025,11,5,6
Bihar,Gopalganj,2025,11,1,2
Bihar,Madhepura,2025,11,1,0
Bihar,Madhepura,2025,11,0,4
Bihar,Nalanda,2025,11,1,1
Bihar,Purba Champaran,2025,11,0,1
Bihar,Sheikpura,2025,11,0,1
Andaman & Nicobar Islands,Andamans,2025,11,0,1
Andaman & Nicobar Islands,South Andaman,2025,11,0,2
Andaman & Nicobar Islands,South Andaman,2025,11,0,1
Andhra Pradesh,Anantapur,2025,11,2,1
Andhra Pradesh,Anantapur,2025,11,3,3
Andhra Pradesh,Ananthapuramu,2025,11,1,0
Andhra Pradesh,Bapatla,2025,11,1,0
Andhra Pradesh,East Godavari,2025,11,1,0
Andhra Pradesh,K.V.Rangareddy,2025,11,0,1
Andhra Pradesh,Karim Nagar,2025,11,0,1
Andhra Pradesh,Karim Nagar,2025,11,1,0
Andhra Pradesh,Karim Nagar,2025,11,1,1
Andhra Pradesh,Nizamabad,2025,11,0,2
Andhra Pradesh,Rangareddi,2025,11,1,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,11,2,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,11,1,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,11,3,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,11,0,1
Andhra Pradesh,Sri Sathya Sai,2025,11,0,1
Andhra Pradesh,Tirupati,2025,11,1,0
Andhra Pradesh,Tirupati,2025,11,2,0
Andhra Pradesh,Visakhapatnam,2025,11,1,0
Andhra Pradesh,Warangal,2025,11,0,1
Andhra Pradesh,Warangal,2025,11,1,1
Tamil Nadu,Thiruvarur,2025,11,5,4
Tamil Nadu,Thoothukkudi,2025,11,5,1
Tamil Nadu,Thoothukkudi,2025,11,18,1
Tamil Nadu,Thoothukkudi,2025,11,1,0
Tamil Nadu,Thoothukkudi,2025,11,4,5
Tamil Nadu,Thoothukkudi,2025,11,13,1
Tamil Nadu,Thoothukkudi,2025,11,9,3
Tamil Nadu,Thoothukkudi,2025,11,6,1
Tamil Nadu,Thoothukkudi,2025,11,5,1
Tamil Nadu,Thoothukkudi,2025,11,10,5
Tamil Nadu,Tiruchirappalli,2025,11,4,2
Tamil Nadu,Tiruchirappalli,2025,11,7,9
Tamil Nadu,Tiruchirappalli,2025,11,0,1
Tamil Nadu,Tiruchirappalli,2025,11,4,2
Tamil Nadu,Tiruchirappalli,2025,11,2,3
Tamil Nadu,Tiruchirappalli,2025,11,11,2
Tamil Nadu,Tirunelveli,2025,11,1,0
Tamil Nadu,Tirunelveli,2025,11,6,1
Tamil Nadu,Tirunelveli,2025,11,11,5
Tamil Nadu,Tirunelveli,2025,11,6,1
Tamil Nadu,Tirunelveli,2025,11,18,1
Tamil Nadu,Tirunelveli,2025,11,10,0
Tamil Nadu,Tirunelveli,2025,11,16,6
Tamil Nadu,Tirunelveli,2025,11,7,2
Tamil Nadu,Tirunelveli,2025,11,31,8
Tamil Nadu,Tirunelveli,2025,11,9,1
Tamil Nadu,Tirunelveli,2025,11,1,1
Tamil Nadu,Tirunelveli,2025,11,0,2
Tamil Nadu,Tirunelveli,2025,11,1,1
Tamil Nadu,Tirunelveli,2025,11,8,3
Tamil Nadu,Tirunelveli,2025,11,13,6
Tamil Nadu,Tirupattur,2025,11,3,2
Tamil Nadu,Tirupattur,2025,11,6,0
Tamil Nadu,Tiruppur,2025,11,0,1
Tamil Nadu,Tiruppur,2025,11,5,3
Tamil Nadu,Tiruppur,2025,11,2,2
Tamil Nadu,Tiruppur,2025,11,4,1
Tamil Nadu,Tiruppur,2025,11,0,1
Tamil Nadu,Tiruppur,2025,11,3,1
Tamil Nadu,Tiruppur,2025,11,19,6
Tamil Nadu,Tiruppur,2025,11,2,2
Tamil Nadu,Tiruppur,2025,11,4,2
Tamil Nadu,Tiruvallur,2025,11,18,4
Tamil Nadu,Tiruvallur,2025,11,2,7
Tamil Nadu,Tiruvallur,2025,11,15,9
Tamil Nadu,Tiruvallur,2025,11,15,13
Tamil Nadu,Tiruvannamalai,2025,11,8,7
Tamil Nadu,Tiruvannamalai,2025,11,7,0
Tamil Nadu,Tiruvannamalai,2025,11,11,1
Tamil Nadu,Tiruvannamalai,2025,11,15,6
Tamil Nadu,Vellore,2025,11,11,10
Tamil Nadu,Vellore,2025,11,10,10
Tamil Nadu,Vellore,2025,11,14,9
Tamil Nadu,Vellore,2025,11,3,3
Tamil Nadu,Vellore,2025,11,7,9
Tamil Nadu,Vellore,2025,11,19,16
Tamil Nadu,Vellore,2025,11,13,4
Tamil Nadu,Vellore,2025,11,17,6
Tamil Nadu,Vellore,2025,11,36,11
Tamil Nadu,Vellore,2025,11,25,4
Tamil Nadu,Vellore,2025,11,5,1
Tamil Nadu,Vellore,2025,11,4,4
Tamil Nadu,Vellore,2025,11,8,0
Tamil Nadu,Villupuram,2025,11,12,1
Tamil Nadu,Villupuram,2025,11,17,1
Tamil Nadu,Villupuram,2025,11,17,2
Tamil Nadu,Villupuram,2025,11,12,0
Tamil Nadu,Villupuram,2025,11,13,1
Tamil Nadu,Villupuram,2025,11,19,1
Tamil Nadu,Villupuram,2025,11,2,0
Tamil Nadu,Villupuram,2025,11,20,1
Tamil Nadu,Villupuram,2025,11,27,2
Tamil Nadu,Villupuram,2025,11,34,4
Tamil Nadu,Villupuram,2025,11,3,3
Tamil Nadu,Villupuram,2025,11,11,2
Tamil Nadu,Villupuram,2025,11,5,3
Tamil Nadu,Villupuram,2025,11,6,2
Tamil Nadu,Villupuram,2025,11,7,1
Tamil Nadu,Villupuram,2025,11,18,7
Tamil Nadu,Villupuram,2025,11,1,0
Tamil Nadu,Viluppuram,2025,11,3,4
Tamil Nadu,Viluppuram,2025,11,2,0
Tamil Nadu,Viluppuram,2025,11,3,5
Tamil Nadu,Viluppuram,2025,11,0,2
Tamil Nadu,Viluppuram,2025,11,0,7
Tamil Nadu,Viluppuram,2025,11,11,15
Tamil Nadu,Viluppuram,2025,11,10,14
Tamil Nadu,Viluppuram,2025,11,3,8
Tamil Nadu,Viluppuram,2025,11,1,3
Tamil Nadu,Viluppuram,2025,11,3,12
Tamil Nadu,Virudhunagar,2025,11,1,0
Tamil Nadu,Virudhunagar,2025,11,2,2
Tamil Nadu,Virudhunagar,2025,11,3,4
Tamil Nadu,Virudhunagar,2025,11,9,2
Tamil Nadu,Virudhunagar,2025,11,12,11
Tamil Nadu,Virudhunagar,2025,11,23,7
Tamil Nadu,Virudhunagar,2025,11,3,0
Telangana,Adilabad,2025,11,4,5
Telangana,Adilabad,2025,11,11,1
Telangana,Adilabad,2025,11,3,1
Telangana,Adilabad,2025,11,4,0
Telangana,Adilabad,2025,11,1,2
Telangana,Bhadradri Kothagudem,2025,11,2,4
Telangana,Hyderabad,2025,11,0,1
Telangana,Jagitial,2025,11,1,0
Telangana,Jagitial,2025,11,8,0
Telangana,Jangoan,2025,11,1,1
Telangana,Jayashankar Bhupalpally,2025,11,1,0
Telangana,K.V. Rangareddy,2025,11,2,4
Telangana,Kamareddy,2025,11,1,1
Telangana,Karimnagar,2025,11,3,2
Telangana,Karimnagar,2025,11,2,4
Telangana,Karimnagar,2025,11,8,4
Telangana,Karimnagar,2025,11,2,0
Telangana,Karimnagar,2025,11,0,4
Telangana,Karimnagar,2025,11,11,1
Telangana,Karimnagar,2025,11,14,1
Telangana,Karimnagar,2025,11,1,3
Telangana,Karimnagar,2025,11,2,2
Telangana,Karimnagar,2025,11,2,0
Telangana,Karimnagar,2025,11,3,1
Telangana,Karimnagar,2025,11,1,2
Telangana,Karimnagar,2025,11,7,4
Telangana,Karimnagar,2025,11,6,2
Telangana,Khammam,2025,11,3,0
Telangana,Khammam,2025,11,4,4
Telangana,Khammam,2025,11,1,0
Telangana,Mahabubabad,2025,11,1,0
Telangana,Mahabubabad,2025,11,5,2
Telangana,Mahabubnagar,2025,11,6,4
Telangana,Mahabubnagar,2025,11,2,2
Telangana,Mahabubnagar,2025,11,10,4
Telangana,Mahabubnagar,2025,11,1,2
Telangana,Mahabubnagar,2025,11,5,3
Telangana,Mahabubnagar,2025,11,11,0
Telangana,Mahabubnagar,2025,11,5,1
Telangana,Mahabubnagar,2025,11,3,2
Telangana,Mancherial,2025,11,1,2
Telangana,Medak,2025,11,5,2
Telangana,Medak,2025,11,7,3
Telangana,Medak,2025,11,1,1
Telangana,Medak,2025,11,3,8
Telangana,Medak,2025,11,3,5
Telangana,Medak,2025,11,1,0
Telangana,Medak,2025,11,1,1
Telangana,Medak,2025,11,3,10
Telangana,Medchal−Malkajgiri,2025,11,3,1
Telangana,Medchal−Malkajgiri,2025,11,5,0
Telangana,Medchal−Malkajgiri,2025,11,2,0
Telangana,Mulugu,2025,11,1,0
Telangana,Nagarkurnool,2025,11,2,0
Telangana,Nalgonda,2025,11,10,1
Telangana,Nalgonda,2025,11,7,2
Telangana,Nalgonda,2025,11,2,0
Telangana,Nalgonda,2025,11,5,1
Telangana,Nalgonda,2025,11,2,9
Telangana,Narayanpet,2025,11,1,0
Telangana,Narayanpet,2025,11,0,1
Telangana,Nirmal,2025,11,9,0
Telangana,Nirmal,2025,11,3,3
Telangana,Nizamabad,2025,11,6,5
Telangana,Nizamabad,2025,11,3,3
Telangana,Nizamabad,2025,11,5,4
Telangana,Nizamabad,2025,11,4,3
Telangana,Nizamabad,2025,11,1,0
Telangana,Peddapalli,2025,11,1,2
Telangana,Rajanna Sircilla,2025,11,4,0
Telangana,Rajanna Sircilla,2025,11,0,2
Telangana,Suryapet,2025,11,1,0
Telangana,Wanaparthy,2025,11,1,0
Telangana,Warangal,2025,11,5,3
Telangana,Warangal,2025,11,2,0
Telangana,Warangal,2025,11,2,4
Telangana,Warangal,2025,11,0,2
Telangana,Warangal,2025,11,1,0
Telangana,Warangal,2025,11,2,1
Telangana,Warangal Rural,2025,11,0,1
Telangana,Warangal Urban,2025,11,2,0
Telangana,Yadadri.,2025,11,2,1
Tripura,Dhalai,2025,11,3,0
Tripura,Dhalai,2025,11,6,2
Tripura,North Tripura,2025,11,1,3
Tripura,South Tripura,2025,11,0,1
Tripura,South Tripura,2025,11,4,1
Tripura,Unakoti,2025,11,1,0
Tripura,West Tripura,2025,11,2,3
Tripura,West Tripura,2025,11,2,3
Uttar Pradesh,Agra,2025,11,1,0
Uttar Pradesh,Aligarh,2025,11,1,1
Uttar Pradesh,Amethi,2025,11,1,0
Uttar Pradesh,Azamgarh,2025,11,2,1
Uttar Pradesh,Baghpat,2025,11,0,1
Uttar Pradesh,Baghpat,2025,11,1,0
Uttar Pradesh,Barabanki,2025,11,1,0
Uttar Pradesh,Bijnor,2025,11,0,1
Uttar Pradesh,Bulandshahr,2025,11,8,4
Uttar Pradesh,Bulandshahr,2025,11,5,0
Uttar Pradesh,Faizabad,2025,11,1,4
Uttar Pradesh,Firozabad,2025,11,1,1
Uttar Pradesh,Jalaun,2025,11,1,1
Uttar Pradesh,Jhansi,2025,11,1,2
Uttar Pradesh,Kaushambi,2025,11,2,1
Uttar Pradesh,Muzaffarnagar,2025,11,6,1
Uttar Pradesh,Prayagraj,2025,11,1,0
Uttar Pradesh,Prayagraj,2025,11,1,3
Uttar Pradesh,Prayagraj,2025,11,3,1
Uttar Pradesh,Prayagraj,2025,11,1,1
Uttar Pradesh,Rae Bareli,2025,11,1,4
Uttar Pradesh,Sambhal,2025,11,0,2
Uttar Pradesh,Sant Kabir Nagar,2025,11,1,1
Uttar Pradesh,Shamli,2025,11,1,0
Uttar Pradesh,Sonbhadra,2025,11,0,1
Uttar Pradesh,Sultanpur,2025,11,0,1
Uttar Pradesh,Varanasi,2025,11,3,0
Uttarakhand,Almora,2025,11,6,5
Uttarakhand,Almora,2025,11,4,4
Uttarakhand,Almora,2025,11,0,1
Uttarakhand,Almora,2025,11,7,6
Uttarakhand,Almora,2025,11,1,3
Uttarakhand,Bageshwar,2025,11,1,0
Uttarakhand,Chamoli,2025,11,1,1
Uttarakhand,Chamoli,2025,11,2,0
Uttarakhand,Hardwar,2025,11,0,4
Uttarakhand,Hardwar,2025,11,0,1
Uttarakhand,Pauri Garhwal,2025,11,21,11
Uttarakhand,Pauri Garhwal,2025,11,2,1
Uttarakhand,Pauri Garhwal,2025,11,1,0
Uttarakhand,Pauri Garhwal,2025,11,3,4
Uttarakhand,Pauri Garhwal,2025,11,4,2
Uttarakhand,Pauri Garhwal,2025,11,1,0
Uttarakhand,Pithoragarh,2025,11,3,5
Uttarakhand,Pithoragarh,2025,11,1,1
Uttarakhand,Rudraprayag,2025,11,4,3
Uttarakhand,Rudraprayag,2025,11,4,8
Uttarakhand,Rudraprayag,2025,11,5,3
West Bengal,Bankura,2025,11,4,4
West Bengal,Bankura,2025,11,0,1
West Bengal,Bankura,2025,11,2,2
West Bengal,Bankura,2025,11,1,1
West Bengal,Barddhaman,2025,11,0,1
West Bengal,Barddhaman,2025,11,0,1
West Bengal,Barddhaman,2025,11,0,1
West Bengal,Barddhaman,2025,11,0,1
West Bengal,Barddhaman,2025,11,0,1
West Bengal,Barddhaman,2025,11,2,0
West Bengal,Barddhaman,2025,11,2,0
West Bengal,Barddhaman,2025,11,0,2
West Bengal,Barddhaman,2025,11,2,1
West Bengal,Barddhaman,2025,11,1,0
West Bengal,Barddhaman,2025,11,0,1
West Bengal,Bardhaman,2025,11,0,1
West Bengal,Bardhaman,2025,11,0,1
West Bengal,Bardhaman,2025,11,0,1
West Bengal,Bardhaman,2025,11,1,2
West Bengal,Cooch Behar,2025,11,0,1
West Bengal,Darjeeling,2025,11,1,2
Meghalaya,East Khasi Hills,2025,11,0,2
Meghalaya,South West Garo Hills,2025,11,4,0
Meghalaya,West Khasi Hills,2025,11,10,4
Meghalaya,West Khasi Hills,2025,11,0,3
Mizoram,Aizawl,2025,11,6,0
Mizoram,Champhai,2025,11,1,0
Mizoram,Lawngtlai,2025,11,0,1
Mizoram,Lunglei,2025,11,2,0
Mizoram,Saiha,2025,11,1,1
Nagaland,Kohima,2025,11,1,0
Nagaland,Phek,2025,11,0,1
Nagaland,Tuensang,2025,11,1,0
Nagaland,Tuensang,2025,11,1,2
Odisha,Angul,2025,11,1,0
Odisha,Balangir,2025,11,1,2
Odisha,Balangir,2025,11,1,0
Odisha,Baleshwar,2025,11,0,1
Odisha,Baleshwar,2025,11,0,4
Odisha,Baleshwar,2025,11,0,1
Odisha,Baleshwar,2025,11,1,2
Odisha,Baleshwar,2025,11,2,0
Odisha,Baleswar,2025,11,2,1
Odisha,Bargarh,2025,11,5,0
Odisha,Bhadrak,2025,11,8,2
Odisha,Bhadrak,2025,11,7,7
Odisha,Bhadrak,2025,11,32,3
Odisha,Boudh,2025,11,3,3
Odisha,Cuttack,2025,11,1,0
Odisha,Cuttack,2025,11,0,1
Odisha,Cuttack,2025,11,0,1
Odisha,Cuttack,2025,11,1,1
Odisha,Dhenkanal,2025,11,7,1
